internal,kind,match,path,severity
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell01_project_inventory_report.md,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell01_project_inventory_report.md,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell01_project_tree.txt,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell01_project_tree.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell02_notebook_analysis.csv,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400\CLISA-EWU-reproducibility,results/audit/cell03_staging_repo_tree.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell03_staging_repo_tree.txt,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell03_staging_repo_tree.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400\CLISA-EWU-reproducibility,results/audit/cell03_staging_report.md,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell03_staging_report.md,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell03_staging_report.md,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell04_notebook_extraction/cell04_notebook_cell_index.csv,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell04_notebook_extraction/cell04_notebook_cell_index.csv,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell04_notebook_extraction/cell04_notebook_summary.csv,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell04_notebook_extraction/cell04_notebook_summary.csv,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400\CLISA-EWU-reproducibility,results/audit/cell05_script_runs/cell05_script_creation_report.md,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell05_script_runs/cell05_script_creation_report.md,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell05_script_runs/cell05_script_creation_report.md,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400\CLISA-EWU-reproducibility,results/audit/cell05_script_runs/reproduce_tables_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell05_script_runs/reproduce_tables_stdout.txt,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell05_script_runs/reproduce_tables_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400\CLISA-EWU-reproducibility,results/audit/cell05_script_runs/verify_results_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell05_script_runs/verify_results_stdout.txt,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell05_script_runs/verify_results_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400\CLISA-EWU-reproducibility,results/audit/cell06_script_runs/cell06_table_reproduction_fix_report.md,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell06_script_runs/cell06_table_reproduction_fix_report.md,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell06_script_runs/cell06_table_reproduction_fix_report.md,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400\CLISA-EWU-reproducibility,results/audit/cell06_script_runs/reproduce_tables_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell06_script_runs/reproduce_tables_stdout.txt,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell06_script_runs/reproduce_tables_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400\CLISA-EWU-reproducibility,results/audit/cell06_script_runs/verify_results_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400,results/audit/cell06_script_runs/verify_results_stdout.txt,ALLOW_INTERNAL_REVIEW
True,windows_user_path,C:\Users\Saif,results/audit/cell06_script_runs/verify_results_stdout.txt,ALLOW_INTERNAL_REVIEW
True,literal_local_path,C:\Users\Saif\Desktop\CSE400\CLISA-EWU-reproducibility,results/audit/cell07_script_runs/cell07_github_readiness_report.md,ALLOW_INTERNAL_REVIEW
